Candidate_ID,Gender,Race,Age,Education,Experience_Years,Job_Role_Applied,Skills,Certifications,Screening_Score,Selected
mostlybf-2c79-41f3-8fbb-0a627e4b8312,Female,White,32,PhD,11,Sales Executive,"Budgeting, Leadership, Agile",None,123.9,No
mostlyec-d472-4737-be0f-fde417f4a534,Male,White,27,PhD,0,Project Manager,"CRM, Negotiation, Presentation",PMP,71.1,No
mostlye8-a6da-49ab-b190-66d4190ea1f9,Male,White,35,Bachelor,15,Software Engineer,_RARE_,PMP,92.3,No
mostly4d-25b5-4c48-b6ab-4d6992729a41,Male,White,22,Bachelor,7,Sales Executive,_RARE_,Scrum Master,80.4,Yes
mostly9c-84e0-4568-a14d-0999725efa51,Female,Hispanic,23,Bachelor,6,Data Scientist,"Statistics, SQL, Deep Learning",None,76.3,No
mostlya6-c5d9-4f2f-99ef-d6cb646ef032,Female,Asian,35,Master,0,Software Engineer,"Presentation, Negotiation, Networking",None,71.8,No
mostly67-0b6f-4a2f-b7d0-90b057c28fe6,Male,Other,34,Master,26,Data Scientist,"AWS, Python, C++",PMP,117.9,No
mostly0f-0759-41e7-86cc-fda79224f369,Female,Asian,29,Bachelor,24,Project Manager,"SQL, Statistics, Machine Learning",None,60.3,No
mostly5d-de1a-48a7-9668-b30b22af44a7,Female,Black,28,Bachelor,4,Software Engineer,_RARE_,AWS,68.0,No
mostlyac-d769-4cf1-9209-fcdfadf59341,Non-binary,Hispanic,45,Bachelor,12,Project Manager,_RARE_,AWS,63.4,No
mostly50-d35f-4c84-85a6-d9373a8c50fc,Female,White,25,Bachelor,26,Software Engineer,"SQL, Machine Learning, Statistics",None,66.0,No
mostly81-9ebe-4d9b-8bb9-7bf2e9d9e639,Female,Black,38,Master,15,Software Engineer,_RARE_,Scrum Master,112.7,No
mostly12-b356-49ab-9f9d-527da54b5e6b,Female,White,23,Bachelor,8,Sales Executive,_RARE_,AWS,67.3,No
mostly08-6e8f-4806-bd69-fa399d8abcca,Non-binary,Hispanic,25,High School,20,Project Manager,"Leadership, Scrum, Budgeting",PMP,119.9,Yes
mostlybf-6691-4b07-907b-616fea39badb,Male,Black,23,PhD,8,Software Engineer,"Machine Learning, Statistics, Python",None,104.6,Yes
mostly05-3989-4308-9bc5-ec809beac8fb,Non-binary,Other,22,Master,7,HR Manager,"Git, Python, AWS",CFA,66.5,Yes
mostlyc3-7036-4b4a-b24c-3bcadd4ef80d,Male,Hispanic,39,Master,22,Sales Executive,_RARE_,None,65.6,Yes
mostlyc8-2def-4ee9-a109-2622aab0378e,Non-binary,White,36,Bachelor,2,Software Engineer,"Leadership, Conflict Resolution, HR Policies",AWS,53.2,No
mostly28-c757-4521-9e6e-e82bd51448ed,Female,White,39,Bachelor,4,Data Scientist,"SQL, Deep Learning, Machine Learning",None,50.3,No
mostly72-7e17-4fbf-a4f7-fdb5bc59db46,Male,White,34,Master,7,Project Manager,_RARE_,AWS,71.6,No
mostly31-e301-4bd7-9cfa-498336eb239d,Non-binary,White,23,PhD,2,Data Scientist,_RARE_,Scrum Master,119.4,Yes
mostly71-0b2b-42c8-b0f9-b5ba3bbe7481,Male,Hispanic,22,Bachelor,6,Data Scientist,"HR Policies, Recruitment, Communication",None,39.8,No
mostly31-700e-4e86-9ed1-36cccc97a982,Male,Other,31,Bachelor,14,Data Scientist,"Presentation, Networking, CRM",None,118.6,No
mostly4a-d90c-424e-866e-c8efe9887450,Female,White,50,High School,27,Project Manager,"Budgeting, Agile, Scheduling",None,51.2,No
mostly30-d7d7-4d4d-8b75-be9e58231e0f,Male,Other,21,Bachelor,9,Project Manager,"Leadership, Recruitment, Conflict Resolution",AWS,78.8,No
mostly9b-89a1-4439-a5d8-67db13025156,Female,Hispanic,20,High School,24,Sales Executive,"Deep Learning, SQL, Machine Learning",None,66.3,No
mostly0a-54b2-4b64-bf9c-96e87ff2a116,Male,Hispanic,41,PhD,27,HR Manager,_RARE_,Scrum Master,118.3,No
mostlydb-c368-4fb8-a274-62e99dab456e,Male,Asian,37,Master,12,Data Scientist,"CRM, Presentation, Negotiation",AWS,63.3,No
mostlya1-745e-4606-8fb1-2983fed02c48,Non-binary,Hispanic,29,Bachelor,17,Software Engineer,"Presentation, Cold Calling, Negotiation",None,118.8,No
mostlyaa-669a-4911-9521-e7a72bf6798c,Male,White,29,Bachelor,11,Software Engineer,"Python, AWS, C++",AWS,57.6,No
mostlyd6-b11a-4ed0-947a-09a31035758c,Female,White,37,Master,6,HR Manager,"Leadership, Budgeting, Agile",PMP,70.1,Yes
mostlyd0-fed4-482f-a981-a86d53ec8b39,Non-binary,White,26,High School,7,Sales Executive,"CRM, Negotiation, Presentation",AWS,66.4,Yes
mostlya7-6a09-4cbb-8858-a64969424553,Female,Black,29,PhD,9,Data Scientist,"Leadership, Scheduling, Budgeting",CFA,89.6,No
mostlyf2-fc23-4073-87cb-11d07c51c241,Male,Asian,20,PhD,13,HR Manager,"Cold Calling, Networking, CRM",None,73.7,No
mostly02-fb34-493b-a4c0-1291cded9905,Female,White,26,Bachelor,16,Project Manager,"Conflict Resolution, Leadership, HR Policies",PMP,75.6,Yes
mostlyc2-6873-4432-9391-02d5d64693cf,Female,White,38,Master,27,HR Manager,_RARE_,None,66.3,No
mostlyf2-b622-4939-9086-083e17a06599,Female,White,30,Bachelor,30,Software Engineer,"Java, AWS, C++",PMP,117.2,Yes
mostly44-f5fc-4e86-a4fd-978e19b15ddb,Male,Other,36,High School,5,Sales Executive,"Python, R, Deep Learning",None,63.1,Yes
mostly13-1d5a-4a6f-90c7-765f2c32402e,Male,Asian,24,Master,14,HR Manager,"Leadership, Recruitment, Conflict Resolution",Scrum Master,65.4,No
mostlycf-5dd3-4806-90ee-85607a4a4d54,Female,Black,21,Bachelor,11,Software Engineer,"Agile, Budgeting, Leadership",Scrum Master,102.5,No
mostly12-010a-4698-a1f6-078dc9f38540,Non-binary,White,30,High School,27,HR Manager,"CRM, Cold Calling, Negotiation",None,105.4,No
mostly77-8d28-470f-aad5-3af2b7ce5a68,Female,Black,30,PhD,11,Data Scientist,"Leadership, Scrum, Budgeting",None,46.0,No
mostlya7-94c5-4d52-a55c-6aa8a5deb3a8,Non-binary,White,58,Bachelor,21,HR Manager,_RARE_,PMP,118.5,Yes
mostlybe-431e-4a29-bd1e-392f8f48a054,Male,White,24,PhD,17,Data Scientist,_RARE_,None,110.9,No
mostlyed-b600-4c12-acad-1fe2e0282b83,Male,Hispanic,59,PhD,15,HR Manager,"Agile, Leadership, Scrum",AWS,65.2,No
mostly65-3111-4bb3-a720-8062851779ce,Female,Black,26,High School,13,HR Manager,"SQL, Statistics, Python",None,76.1,No
mostly70-51f8-43fc-9ca1-e85fea6b1a14,Male,Asian,25,Master,0,Sales Executive,"Networking, Negotiation, Presentation",None,64.4,No
mostly0e-89ca-4b8c-8814-25bd97142e07,Male,White,30,Master,6,HR Manager,"Leadership, Recruitment, HR Policies",CFA,66.9,Yes
mostly86-8011-4500-8e08-719583b7bdcc,Male,Asian,25,High School,15,Data Scientist,_RARE_,None,106.4,Yes
mostlyc8-7e66-4352-8359-f518074a8775,Male,White,30,Master,8,HR Manager,"Machine Learning, Deep Learning, Statistics",CFA,32.0,No
mostly98-10f9-4af5-816b-1dd5ff17fb1d,Male,Hispanic,25,Master,10,Software Engineer,"HR Policies, Recruitment, Communication",None,116.8,No
mostlye9-6659-4133-9185-4c4624f29a9a,Male,Black,20,High School,2,Project Manager,"Git, C++, AWS",AWS,35.2,No
mostly12-999c-4a11-b260-b3edaceb6d87,Male,White,21,Bachelor,17,Sales Executive,_RARE_,CFA,78.9,No
mostly32-1b1f-4424-a205-da72249615c1,Non-binary,Asian,30,High School,4,HR Manager,"Agile, Leadership, Budgeting",Scrum Master,63.8,No
mostly45-dddd-43bb-995e-8dafc579b549,Male,Black,39,High School,4,Data Scientist,_RARE_,None,70.1,Yes
mostly70-82f6-46fc-8740-8375577f9170,Female,Hispanic,28,Bachelor,15,Project Manager,"SQL, Statistics, Machine Learning",Scrum Master,90.0,No
mostly69-5385-4ab6-8c27-cb09e6bbb6b2,Female,Other,51,Bachelor,14,Data Scientist,"Recruitment, Communication, HR Policies",Scrum Master,75.1,No
mostlyc9-9b8e-45e2-8aaf-454f3251fb45,Non-binary,Asian,30,Bachelor,21,HR Manager,"AWS, Git, C++",None,66.0,No
mostly7f-267d-4584-93da-8c20c3bbbb70,Female,Black,39,Bachelor,4,HR Manager,"Python, Deep Learning, Machine Learning",PMP,67.0,No
mostlye5-d1e8-4244-873b-aa6662dc240b,Non-binary,Hispanic,45,Bachelor,18,HR Manager,_RARE_,None,73.1,Yes
mostly3b-f4e6-4c78-bfd9-c1dbe5f340a9,Male,Hispanic,54,Master,18,Data Scientist,"Networking, Negotiation, Presentation",None,69.8,No
mostlyc2-81ff-4bbf-941c-c220393be658,Female,Black,33,Bachelor,6,Software Engineer,"Communication, HR Policies, Conflict Resolution",Scrum Master,40.9,No
mostly05-1775-491a-b914-a39a786917ad,Male,Hispanic,35,PhD,9,Sales Executive,_RARE_,PMP,86.8,No
mostly18-cea7-45cc-b2b3-a051944846d3,Female,Hispanic,26,Bachelor,18,Project Manager,_RARE_,Scrum Master,65.7,No
mostly71-1934-4e26-b511-60d1e91e6588,Male,Other,26,Master,16,Data Scientist,"Cold Calling, Presentation, Negotiation",None,78.8,No
mostly64-afdf-4160-a84f-6811d9d51c3e,Female,White,30,Master,22,Sales Executive,_RARE_,None,72.7,No
mostly66-aac8-4433-bb3a-83396fd598ea,Non-binary,Black,20,Bachelor,8,Project Manager,"CRM, Negotiation, Networking",None,122.6,No
mostly47-85d2-435a-9547-89a8f59ed7b8,Female,Black,39,Bachelor,0,Sales Executive,"Scheduling, Agile, Leadership",None,47.5,No
mostlyce-2a1a-4e64-a7eb-832dc070fb1b,Female,Hispanic,22,Bachelor,15,HR Manager,"Statistics, Deep Learning, SQL",AWS,56.9,No
mostly5c-d3b6-4c42-a46a-40539cc9ef52,Male,White,34,Master,13,HR Manager,"SQL, Python, Statistics",AWS,124.4,Yes
mostly0b-6a84-4ca5-9394-6c2bb98fa5e0,Female,Asian,20,PhD,8,Software Engineer,"Python, C++, AWS",None,68.5,No
mostlyf1-1a3c-434e-9062-c65b603488d6,Female,Black,24,Master,3,Software Engineer,_RARE_,None,50.9,No
mostlya0-93d6-41ba-81f9-8e47bde32af0,Female,Black,36,Master,15,Data Scientist,"SQL, Git, Python",None,45.5,No
mostly74-3b17-46f2-96c1-6e6711507d26,Female,Asian,24,Bachelor,13,Software Engineer,_RARE_,None,80.7,No
mostlyc7-64f3-48e7-9440-2b7c07fe2fb2,Male,Asian,46,Bachelor,0,Data Scientist,"Python, Machine Learning, R",None,67.5,No
mostly0d-b18c-4a3e-a084-94055902c4d5,Female,Asian,39,Master,15,Project Manager,"Java, AWS, C++",None,84.2,No
mostlyf7-784a-47c6-a94e-e1b1784ec0b9,Female,Black,36,Master,2,Software Engineer,_RARE_,None,76.7,No
mostly4d-852b-42bb-9fb3-26366f0b0596,Male,White,24,Bachelor,3,HR Manager,"Scrum, Agile, Scheduling",None,33.8,No
mostlyec-3a06-4f6e-a660-71ef66e04e57,Female,White,25,PhD,21,Data Scientist,"HR Policies, Recruitment, Communication",None,54.9,Yes
mostly53-1e13-4d37-93e7-c7fcb8232374,Female,Hispanic,52,Bachelor,2,Data Scientist,"Git, SQL, AWS",None,79.6,No
mostly88-e5d4-43fd-be0b-7abf9549c6b8,Non-binary,Asian,28,Bachelor,9,HR Manager,"C++, Python, Git",None,91.0,No
mostly41-3ba8-44ce-bb3b-79e9468fbc61,Male,Asian,20,Bachelor,1,Software Engineer,"HR Policies, Leadership, Conflict Resolution",None,72.0,No
mostly5a-88d7-401d-84a1-98db2fe78477,Female,White,35,Bachelor,1,Data Scientist,"AWS, SQL, Java",None,84.0,No
mostlya6-5b5a-44f4-aef7-0dcff2a5d543,Male,Black,27,High School,21,Project Manager,"Deep Learning, Machine Learning, R",Scrum Master,66.7,No
mostly60-61f1-40ff-b466-6814ed61f90b,Female,Black,48,Bachelor,5,Software Engineer,"Conflict Resolution, HR Policies, Leadership",Scrum Master,78.7,No
mostly34-39c7-477a-926c-d924fc270d75,Female,Black,28,Master,8,Project Manager,_RARE_,Scrum Master,55.4,No
mostly10-99b0-4319-a495-aff967b8b053,Male,White,28,Bachelor,21,Project Manager,"Git, AWS, Java",PMP,80.4,Yes
mostly2b-581a-434c-9669-49112b9b22b9,Male,Black,30,Bachelor,30,HR Manager,"Java, AWS, C++",None,73.8,No
mostly6e-260b-463e-8e20-4b1a381926a9,Female,Hispanic,29,Master,21,Sales Executive,_RARE_,None,57.6,No
mostly7b-67db-4bab-ba44-bbcc057e962d,Female,Hispanic,36,Bachelor,16,HR Manager,"Conflict Resolution, Leadership, HR Policies",CFA,59.2,No
mostly8a-6522-4b05-8d87-0fdf8381453b,Male,Black,22,PhD,30,Project Manager,"Agile, Budgeting, Scrum",AWS,39.9,No
mostly1c-1407-441c-a902-207647c96c90,Non-binary,White,31,Bachelor,30,HR Manager,_RARE_,Scrum Master,79.4,Yes
mostly2f-2c9c-4ca5-98fd-78b01ed2fe83,Female,Black,35,High School,6,Data Scientist,"SQL, Python, Statistics",Scrum Master,34.3,Yes
mostly75-fd9e-45d9-b99f-d738c1b503f8,Male,Hispanic,23,Bachelor,0,Software Engineer,_RARE_,Scrum Master,90.5,No
mostly7a-47a3-429f-8360-ea8df7bbdbc3,Female,Other,36,Bachelor,9,Project Manager,_RARE_,AWS,74.9,No
mostly8d-a2c4-4af0-a1ef-e5c616b74e5e,Male,Asian,30,Bachelor,2,Software Engineer,"Machine Learning, R, Statistics",None,114.5,No
mostlyfb-da7b-493f-bd03-9e91d28b753d,Female,Asian,28,High School,0,Sales Executive,"Deep Learning, Python, SQL",CFA,63.7,No
mostly44-156d-43b3-bebb-876878bb2ac0,Male,Black,30,High School,1,Data Scientist,"AWS, SQL, Java",None,35.1,No
mostly57-afd0-41b3-b510-7c254717d11d,Male,Black,50,Bachelor,27,Sales Executive,"SQL, AWS, Git",None,64.5,No
mostly10-4d6a-4c68-95f4-fb902bb4a4db,Male,White,47,Master,6,Project Manager,_RARE_,Scrum Master,106.8,No
mostlyd8-9710-4bf4-b515-5fc3d936a387,Female,Black,22,Master,4,Sales Executive,"Presentation, Negotiation, Cold Calling",PMP,120.9,Yes
mostlye1-ebb1-473f-a28e-52f471b37f3c,Male,Black,24,Master,11,HR Manager,"Git, Java, Python",AWS,87.2,No
mostly50-c43e-4997-bdd3-8a2b1416f918,Male,Asian,25,High School,14,Data Scientist,"Python, Statistics, SQL",Scrum Master,63.6,No
mostlye2-451e-41bd-8d50-fe60a262b85b,Male,Hispanic,22,Master,21,Software Engineer,"Communication, Leadership, Conflict Resolution",Scrum Master,43.1,No
mostly15-90cc-4612-a0d7-78fb607428b1,Male,Other,32,PhD,7,Sales Executive,"Machine Learning, Deep Learning, R",CFA,66.0,Yes
mostlye7-cafe-48a2-952b-a7e830fa2bfe,Male,Black,27,Bachelor,11,Sales Executive,"Machine Learning, Statistics, Python",AWS,115.0,No
mostly55-3a16-4573-9849-7939f2264e4c,Non-binary,Black,27,Bachelor,15,Sales Executive,"HR Policies, Conflict Resolution, Recruitment",AWS,67.4,No
mostlyca-9d86-475c-bde4-17201b0d7f6e,Male,White,32,Bachelor,12,Software Engineer,_RARE_,None,40.2,No
mostly34-8036-4e1e-9a30-15d17dda01f9,Male,Black,27,Master,11,Sales Executive,"Conflict Resolution, Recruitment, Leadership",PMP,52.2,No
mostly2c-a2c5-4518-85d9-790409393965,Female,Black,35,Bachelor,27,Software Engineer,"Presentation, Networking, Cold Calling",None,69.5,No
mostly2e-5223-43c2-874b-ef55b3933938,Female,Black,21,Bachelor,0,Software Engineer,_RARE_,None,124.8,No
mostlydf-d8b1-4f6b-9b16-5faf276acdf5,Female,Hispanic,22,Master,12,Software Engineer,"CRM, Cold Calling, Presentation",PMP,61.0,No
mostly53-edc9-4eac-a910-7c9b37e04f94,Male,White,28,Bachelor,15,HR Manager,"Negotiation, Networking, Presentation",AWS,91.8,No
mostly6f-e1e5-4df1-afbe-6d5eb7c0f742,Female,Asian,28,PhD,14,HR Manager,"Communication, Recruitment, Conflict Resolution",None,79.8,No
mostly0d-7d17-4146-8363-6960c7ea5f7e,Female,Asian,47,PhD,3,Sales Executive,"Budgeting, Scheduling, Leadership",PMP,106.5,No
mostly9a-6c09-4a74-8216-6cb21d7258ff,Female,Black,31,Bachelor,0,HR Manager,"Budgeting, Leadership, Agile",Scrum Master,108.2,Yes
mostly62-5352-4d64-85d8-73cfed7a7f81,Male,Other,22,Master,6,Data Scientist,"R, Statistics, SQL",CFA,79.0,No
mostlyac-3d1c-435a-89d9-1f8cf4a0d9cc,Female,White,21,Master,5,Sales Executive,"Java, Python, AWS",None,36.3,No
mostlyc9-7ff4-410a-8d79-f1eb6fe10b48,Female,Black,20,Bachelor,8,Software Engineer,"Negotiation, Presentation, Cold Calling",PMP,90.7,Yes
mostlyd3-8701-48bf-a0eb-12b9438eab7a,Non-binary,White,39,Bachelor,12,Data Scientist,_RARE_,AWS,72.2,No
mostly6b-d4e3-42c5-b0a5-af8295115f87,Male,Hispanic,51,Master,16,HR Manager,"Negotiation, Cold Calling, Networking",AWS,43.2,No
mostly0c-2d04-4462-95e6-9801c1ecb472,Male,White,29,Bachelor,6,Project Manager,"Communication, Recruitment, Leadership",AWS,83.3,No
mostlyac-9463-435a-8667-2b370bdcc35a,Female,White,28,Bachelor,0,HR Manager,"Java, C++, Python",AWS,69.8,No
mostly91-b7d9-407d-ad14-055e27c44ed9,Male,Hispanic,20,High School,0,Software Engineer,"Cold Calling, Negotiation, CRM",AWS,34.7,No
mostlyd6-9bb1-4ad4-bab1-ed042e5c39d2,Male,Asian,50,Bachelor,21,HR Manager,"R, Deep Learning, Machine Learning",PMP,95.8,No
mostly78-6de3-43ac-a269-0f928c5a4018,Non-binary,Black,20,Bachelor,3,Data Scientist,"SQL, Java, Git",PMP,74.0,No
mostly92-7c71-4337-a66e-a77b90b9daf8,Non-binary,White,26,PhD,11,Data Scientist,"Budgeting, Agile, Leadership",None,70.1,No
mostlya2-f2b2-41c5-9749-9d40d381e66a,Male,Other,28,Bachelor,1,HR Manager,"Git, Python, SQL",None,104.8,No
mostlyf6-e358-49e7-9a84-62587273de21,Female,Hispanic,36,High School,2,Sales Executive,"C++, SQL, Java",None,84.2,No
mostly28-0420-4507-9d17-cfd62ebe3976,Female,Hispanic,37,High School,6,Software Engineer,"Java, Python, Git",PMP,127.4,No
mostlya8-407d-42d9-8433-3ecf8807dde6,Female,Hispanic,48,PhD,26,Project Manager,"Communication, HR Policies, Recruitment",None,68.3,No
mostly39-b07a-4dff-8c70-a1bd6a0e1378,Male,Black,29,High School,1,Data Scientist,"Conflict Resolution, Leadership, Communication",None,62.2,No
mostly7e-e56e-49dc-b8f7-92555809b2cb,Male,Hispanic,54,PhD,26,Project Manager,"HR Policies, Recruitment, Communication",AWS,78.6,No
mostly1c-d78c-412c-a509-8cb29b24bbf2,Female,White,27,Bachelor,5,Software Engineer,_RARE_,None,116.9,Yes
mostly83-b866-4f1c-933c-f3d54a132d37,Non-binary,Other,26,Bachelor,5,HR Manager,"Recruitment, Conflict Resolution, Leadership",Scrum Master,61.4,No
mostly84-122d-4846-bb58-965b0ff29f2f,Male,Hispanic,22,Master,18,Data Scientist,"Conflict Resolution, Leadership, Communication",None,50.5,Yes
mostly2e-60c4-4dae-9853-a78dbba7ea8a,Male,White,28,High School,12,Sales Executive,"Presentation, Negotiation, Networking",None,105.9,No
mostlybc-552e-497d-b407-3dc6e304e198,Male,Asian,37,Master,10,Software Engineer,"C++, Python, Java",AWS,113.6,Yes
mostlycd-51cf-4c87-b5d2-086aa1841ed4,Non-binary,White,25,High School,2,Project Manager,"Recruitment, Conflict Resolution, Communication",None,96.4,Yes
mostly95-8aaf-4c62-992f-7d40d760fa7b,Non-binary,Hispanic,21,Bachelor,11,Sales Executive,"Agile, Leadership, Scrum",None,123.4,No
mostly2b-46a5-4162-919c-3e6ec16ae083,Male,White,29,Master,10,Sales Executive,"Presentation, Cold Calling, Negotiation",None,63.5,No
mostly3e-cc2e-419c-a949-84930322eec2,Female,White,55,Bachelor,13,Sales Executive,"Git, Python, Java",None,72.8,No
mostly19-a6e1-4ec6-bebd-2f72687cf162,Female,White,25,Bachelor,0,Data Scientist,_RARE_,None,71.7,No
mostly09-5134-4287-860e-27854c7505d9,Female,White,20,Bachelor,6,Software Engineer,"Cold Calling, Networking, Negotiation",None,78.1,No
mostlyf8-8788-4980-a557-10c9040bcb69,Non-binary,Asian,26,Master,13,Project Manager,_RARE_,AWS,68.4,No
mostly97-7db7-4693-ba66-f156158ee31c,Male,Black,20,PhD,13,Project Manager,"Python, AWS, SQL",None,65.3,Yes
mostlyff-fffa-4641-86ae-eab197ffb62c,Male,White,28,PhD,14,HR Manager,_RARE_,Scrum Master,70.2,No
mostly3b-8c77-47b5-a01a-372372f7336f,Female,White,29,Bachelor,22,Data Scientist,"Scrum, Budgeting, Leadership",PMP,49.6,No
mostlya7-8e4b-4904-82b7-f581ddf9496c,Male,Other,48,Bachelor,7,Software Engineer,_RARE_,None,49.0,Yes
mostly71-d48b-4c3b-810c-eb82e581bfe6,Male,Asian,26,Bachelor,21,Project Manager,"HR Policies, Leadership, Conflict Resolution",Scrum Master,65.8,No
mostly7f-6793-4e03-b6e0-26921e11922e,Male,Black,22,Bachelor,6,Sales Executive,"Python, SQL, Deep Learning",None,89.2,No
mostlyb2-955b-4ec6-a43c-d95f475c0815,Non-binary,Other,34,Bachelor,0,Sales Executive,"Recruitment, Conflict Resolution, HR Policies",CFA,116.6,No
mostly4b-f131-411f-82a1-375fb1eb96a0,Female,Other,23,Master,20,Software Engineer,"Deep Learning, Statistics, Python",None,37.8,No
mostly0a-3f45-49fb-b022-d6550cdca973,Female,Hispanic,33,High School,0,Data Scientist,"Machine Learning, Python, Statistics",None,32.3,Yes
mostlyab-4aab-430c-b495-cacab998a4eb,Male,Asian,26,Bachelor,6,Project Manager,_RARE_,None,69.8,No
mostlyd8-738f-45c4-a406-3907b1de1675,Female,White,36,Master,9,Project Manager,"CRM, Negotiation, Presentation",AWS,58.2,No
mostlyb3-bfe0-4c01-836d-63dfe09a230d,Female,Hispanic,27,Bachelor,1,Data Scientist,"Networking, Cold Calling, Negotiation",None,64.5,No
mostly1b-dbbd-444c-acf1-84d9076456e5,Male,Black,26,Bachelor,14,Project Manager,"Budgeting, Scheduling, Agile",AWS,61.4,No
mostly5b-a5e9-4431-b151-b4c9dd604c57,Male,Hispanic,28,Bachelor,27,Data Scientist,_RARE_,AWS,115.4,No
mostly01-7baa-451f-9f72-01df60763de3,Female,Asian,26,High School,2,Sales Executive,"Scrum, Leadership, Budgeting",None,71.5,No
mostly6e-38f1-4e8a-b5c5-36ea738e01b2,Female,Black,54,Master,2,Project Manager,_RARE_,None,77.0,No
mostlyf4-fb24-4e08-9e89-dba617a4897f,Male,White,21,Bachelor,27,Project Manager,"Python, Git, SQL",PMP,63.6,No
mostly56-89f7-4acd-a751-bffab5e09078,Female,Hispanic,30,Bachelor,18,Sales Executive,"Deep Learning, SQL, Machine Learning",AWS,58.4,No
mostly37-790b-4bce-b3be-db4195182167,Non-binary,Hispanic,31,Bachelor,5,Data Scientist,"Agile, Scheduling, Leadership",PMP,88.5,No
mostly92-5093-4027-8529-e6a7e04bb20a,Male,Hispanic,37,Bachelor,9,Software Engineer,"SQL, Git, Python",AWS,99.0,No
mostly0a-35a1-4cae-b77f-52d0631bcaf5,Non-binary,White,39,Bachelor,3,Data Scientist,"C++, Git, Python",Scrum Master,87.8,No
mostly10-687d-47b8-ab03-7ac9a462ed8c,Male,Hispanic,33,Bachelor,12,Data Scientist,_RARE_,Scrum Master,117.6,No
mostlye1-1977-4d18-ab4c-68caa017e245,Female,White,35,Master,10,Data Scientist,_RARE_,None,61.2,No
mostly57-300e-4ce4-9750-f6e5622362e6,Female,Black,32,Master,18,Software Engineer,"Negotiation, CRM, Presentation",None,70.7,No
mostly8e-a216-45ac-b917-9b097fccd35d,Male,Black,36,Bachelor,6,Software Engineer,"R, Statistics, Python",AWS,78.2,No
mostly45-a3ce-428f-8acd-b6aac907ba08,Non-binary,White,35,Bachelor,24,Sales Executive,"HR Policies, Leadership, Communication",PMP,77.5,No
mostly06-acee-46de-bb2e-4bb45e306a05,Male,White,42,Master,10,Software Engineer,"Python, Statistics, SQL",Scrum Master,33.9,No
mostly7a-8ee3-48d5-8f74-b581872c0a10,Male,Hispanic,21,Bachelor,8,Project Manager,"Leadership, Scheduling, Agile",None,33.4,No
mostlyf2-0094-4be7-bc69-90e32ec13370,Female,Asian,20,Master,4,Sales Executive,_RARE_,AWS,73.4,No
mostly8a-bb0d-490e-8d32-e82b46f7c2d6,Male,Other,47,Bachelor,4,Sales Executive,"Leadership, Scrum, Agile",Scrum Master,49.4,No
mostlyec-2e3c-4319-8e13-69ee278a3913,Female,Asian,26,PhD,30,Sales Executive,"Communication, HR Policies, Leadership",PMP,62.9,No
mostly5d-41c2-4c55-be5b-07eb30290c97,Female,Asian,25,Master,12,HR Manager,"Negotiation, CRM, Networking",Scrum Master,37.4,Yes
mostlyad-84d0-4d9f-8da6-bc157f55c4f5,Non-binary,White,38,Bachelor,20,HR Manager,"Cold Calling, Negotiation, CRM",Scrum Master,39.9,No
mostlycb-b92d-4054-8482-c601f11598c8,Male,White,36,High School,9,Sales Executive,"Cold Calling, Negotiation, CRM",AWS,62.8,Yes
mostly68-b684-45c3-9e5b-5fdb23ef3bef,Female,Other,30,Bachelor,4,Sales Executive,"Scrum, Agile, Leadership",AWS,73.3,Yes
mostly2c-2532-4fc3-ad1b-63d8e24b0521,Female,White,26,Bachelor,10,HR Manager,"Conflict Resolution, HR Policies, Leadership",AWS,45.4,No
mostlycb-54a8-4cfa-b5d2-8b6d9666c027,Male,Black,21,Bachelor,4,HR Manager,"R, Machine Learning, Deep Learning",None,124.8,No
mostlye9-5493-407e-a5b7-d3d414dc2f78,Male,Other,25,PhD,14,Sales Executive,"SQL, AWS, Python",None,38.4,Yes
mostly83-0dc6-46bf-b8bf-0d355d4b9988,Non-binary,Black,37,High School,9,Project Manager,"Machine Learning, SQL, Statistics",None,79.8,No
mostly46-fb1f-47b9-8294-794dbcc22355,Male,Asian,24,Bachelor,0,HR Manager,"CRM, Presentation, Negotiation",Scrum Master,128.0,No
mostly3e-06f3-4164-80f8-0494fd45bb1f,Female,Black,25,Bachelor,12,Software Engineer,"C++, Python, Java",PMP,67.1,No
mostly02-052a-4a46-a0df-95ba7b85e56c,Non-binary,Black,25,Master,9,HR Manager,"Git, AWS, Java",AWS,76.5,Yes
mostly0f-31f1-4a24-9143-51dbc95d009b,Non-binary,White,38,Bachelor,21,Data Scientist,_RARE_,None,119.7,Yes
mostly0c-a780-467f-aae5-a94d9921d306,Non-binary,Other,34,High School,30,Software Engineer,"Machine Learning, Deep Learning, R",None,110.5,No
mostly2b-c80f-4722-b789-0618794dffe3,Female,Hispanic,32,Bachelor,4,Software Engineer,_RARE_,None,65.6,No
mostly07-b736-4fc7-b1cc-138ede4bc7f2,Female,Hispanic,38,High School,0,Software Engineer,"Machine Learning, Statistics, SQL",None,123.3,No
mostly4c-d598-4fbf-88ac-45b9287fb714,Male,Asian,23,Bachelor,1,HR Manager,"AWS, Python, Java",AWS,54.2,No
mostly96-1f15-4762-85a0-a3bd74c48673,Female,Hispanic,36,PhD,0,HR Manager,"SQL, Git, Java",None,65.6,No
mostly15-a3b9-4a47-8aa9-2fc0602b428b,Male,White,51,Bachelor,18,Software Engineer,_RARE_,PMP,71.6,No
